Name,Rating,Review,Comment
Firoj,5,Terrific purchase,Nice
Krishna Kumar keshri,5,Excellent,Good 😊
Anupama  Chauhan ,5,Worth every penny,Good
Sapna  Verma,5,Just wow!,Good Quality
Lakkireddy Prakashreddy,3,Just okay,Good
Samar Sharma,5,Mind-blowing purchase,Nice
Abhilesh Borse,4,Worth the money,Nice prodk
Flipkart Customer,5,Mind-blowing purchase,Most air birds...I like very nice 🙂
Flipkart Customer,5,Classy product,Very good product
Flipkart Customer,5,Terrific,Very good sound
Flipkart Customer,5,Wonderful,This is best earbuds becouse charge life is best around 7-8 days.
Flipkart Customer,5,Fabulous!,Good
Flipkart Customer,3,Good,Superb 😍
Flipkart Customer,3,Nice,"Totally good,  but mic clarity not clear."
Ammar Lokat,5,Simply awesome,Awesome product just go for it..
Allauddin Suleman Kazi,5,Best in the market!,No. 1 product
Vishnu Negi,5,Simply awesome,Nice product 👍
sam emmanuel Reddy,5,Must buy!,Good
Flipkart Customer,5,Wonderful,Nice
Ritik Kumar,5,Terrific purchase,Nice
Subhamay Balmiki,4,Nice product,Quite good
Pritam Das,5,Classy product,Nice
Rajesh verma,5,Worth every penny,Nice
Kuldeep  Singh ,5,Wonderful,Nice prodect
Rame Kori,5,Terrific purchase,It's  amazing
Jeevan Customer,5,Highly recommended,Good for money
Flipkart Customer,5,Just wow!,Bestest product under the price... 🎧🎼
Rohit Thakare,4,Really Nice,Fully fantastic🤘
Flipkart Customer,5,Super!,Nice products
Rahul raj  Raj,3,Does the job,Okk
Siddhesh  Patkar,3,Good,Call noise disturbance
Flipkart Customer,4,Good choice,"Purchased in 799,Sound quality is good,  but microphone quality is not that good.battery backup is a plus point."
Flipkart Customer,3,Nice,Best 👍👍
Mouli Ghosh,3,Decent product,All okay but the design is not good
Flipkart Customer,4,Nice product,It was Good
Flipkart Customer,5,Best in the market!,Am soo happy. Product quality is best...❤
mullapudi supraja,4,Really Nice,Good product
Flipkart Customer,5,Worth every penny,Good product
Sudeep Alakanure ,5,Super!,Wonderfull product highly impressed for this product tqx for  flipkart...
honey madaan,3,Does the job,"According to price its good,Not too bad and not too good its a average product"
Sahil Kumar,1,Utterly Disappointed,Battery backup is the worst.
,1,Hated it!,It gets dis connected so much and at times 1 side doesn't works at time which irritates so much.
Abdul Rahuman,5,Worth every penny,This Product Bass is Very Nice and Sound Clarity is so Good.
Flipkart Customer,5,Worth every penny,Good Product.....
sukhendu maji,5,Excellent,Balance Sound quality.Trable 100/100Bass 100/100
Rabindra Prasad  Singh ,5,Wonderful,Nice product
,5,Brilliant,Too good worth the money
Hari krish,4,Good quality product,Good product .. does the job .. good fit .. only downside is the mic quality .. u can't attend calls using these headphones
Flipkart Customer,1,Horrible,Voice is not clear when I use phone call. Other end caller side lot of complaint my voice is not clearly.
Samiul Islam  Karikar ,5,Just wow!,Better than expectation.
Prashant Kishor,2,Could be way better,After 3 months of usage it shows connectivity issue the sound gets cutoff continously in between
Krishanu Mondal,1,Very poor,Worst product used in my life. Just 5 month of used. I have send to company for repair it for 2 time.  Approx 2 month time the buds in the service center. They did not know the quality of the product. I have lost my hope. Wost feeling ever.Prblm :- 1 month of using one buds not charging.After 2 month Bluetooth connection is not terminated when charging.Sound quality very poor.I think boat is much better than noise.
Hassan  Ansari,5,Super!,Very nice good🖤🖤🖤🖤
Akshay Chauhan,5,Terrific,Nice product No1Vrey GoodMost Loved Product
Ramesh kumar,1,Don't waste your money,Worst worst
Flipkart Customer,5,Terrific,Super Bluetooth
Flipkart Customer,5,Awesome,IT'S GOOD 😊
sohail  saiyad,5,Just wow!,Mind blowing
Sonu Kumar ,4,Good quality product,Nice & useful product
Flipkart Customer,5,Classy product,Yess i loved it the most ❤️❤️❤️❤️❤️
Flipkart Customer,5,Terrific purchase,So much primium quality ❣️And value for money 💸
Rajesh Soren,1,Very poor,Waste of money. It frequently turns off automatically.
Raihan Molla,5,Terrific,Need to tune sound.
Aditya Singh,5,Wonderful,Bass is awesome 🥰😚😚😚
Sonali mane,5,Super!,Really good ☺️
IRSHAD ALI,5,Mind-blowing purchase,Nyc
Flipkart Customer,5,Worth every penny,All are perfect 😊
Ramesh Babu,5,Terrific,Good product
Betting Raja Official,5,Worth every penny,Nice looking & air fitting lovly
Ashis jha,5,Brilliant,Fabulous product
Hrishi  Rai,1,Absolute rubbish!,I don't like because this earbuds one side is not working .... I'm very irritate of this product😡
Ranjan Kumar,5,Terrific,Best
Osuru  Vijaybabu,4,Value-for-money,Good
Flipkart Customer,5,Brilliant,Everything is good. Another feature is that we can use each earbud independently with separate mobile phone. So two persons can use it simultaneously.
Ashutosh  Kumar ,1,Terrible product,"Don't buy this item, totally disagree with this product description,it's work mostly one month after that you feel not working not charging and this that...."
Flipkart Customer,2,Expected a better product,Zero noise cancellation if your buying it for phone calls...I would not recommend but if ur buying it for listening songs it's quite good
Manish Kumar,3,Decent product,sound is good but build quality very poor
Ravi  Raj,1,Don't waste your money,"I m rating after using 6month,to much issues having with this earbuds.1st of all, clear voice not audible in call, charging issues, stop working one & others. That's all"
Adhithyan   m m,2,Not good,Very high treble Not good bassIt irritates ear after using a half an hour Nice design
sidharth kp,3,Nice,Worst got spoiled in 2 months only right working now
Maxson Pereira,2,Moderate,Has connectivity issues.Connection to the phone gets lost every now and then.
Rajesh  Sugur,5,Brilliant,Superb prodact
Bineesh Kumar,4,Wonderful,Very good product.. Very much fit in the ear..... Bass is super.... Sound clarity not much up to the mark.....
Flipkart Customer,1,Utterly Disappointed,Totally useless productUsing from past 1week..it automatically turns off in between and thts so frequent tht u can't even listen a song.. Takes too long to connectDisconnecting is really a big problem
Anantashayana Adoni,3,Nice,"There is no indicator for battery level and also very poor when it is connected on calls, in fact very bad can't even answer a single call."
Omkar Patil ,1,Unsatisfactory,Don’t buy this noise buds worst product poor quality & no retrun policy i hate worst worst hate ………
Vinay Kumar,1,Utterly Disappointed,Money waste
Flipkart Customer,1,Unsatisfactory,I'm using only 2 days It's not workingReturn not available
Shahnawaj Hussain,1,Worthless,After 4 days not working..😔😔😔
Bheru Lal Yogi,1,Worthless,Left side bud having whistling sound continuously it's very panic
Ritu Singh ,5,Classy product,Love it 😍
Ballu  Jatt,2,Slightly disappointed,Just waste of money for comfort
Amit Bhojak,1,Don't waste your money,"The sound quality is below average, too flat! Do not expect bass. PHONE CALLS WERE A NIGHTMARE!! The other person on the call could listen to every fine detail happening in your surrounding, at a volume greater than your own voice.Pathetic!"
Nandita  Das,5,Classy product,Good
Vivek Morekar,2,Moderate,Mic isn't working properly
ANIL KUMAR,1,Useless product,Mic qulity very poor
Flipkart Customer,2,Moderate,"Do not buy it. It’s a waste of money. Sound, microphone, noice reduction is extremely poor quality. Except battery back up nothing is good."
Sanjeevan  Kowshik,2,Slightly disappointed,There is no proper service one side of airpod there is no sound
Vikash Shukla,1,Unsatisfactory,"Call quality of Earbuds is very bad, can't use for calling purpose"
VIPUL MAHI,1,Very poor,Right side not working
Indranil De,1,Terrible product,Worst purchase from Flipkart. I had also purchased one black colour set of this product. Both the items started malfunctioning within one month of purchase. Please DON'T PURCHASE THIS
Erfan Hossain,5,Terrific purchase,Best one under range🤍
Sangamesh v,4,Delightful,It's a beautiful product
Rahul Dumania,4,Very Good,"Its nice, nd sound is also good nd value for money.✅"
Guna S,3,Fair,one side ear bud noise is there
Sangam Singh,1,Worthless,Its not working properly and buds are not working automatically
BHARATH D R,2,Expected a better product,Frequent disconnection issue and very inconvenient to connect back. Had to keep the buds inside the box 2 to 3 times every time it gets disconnected
KIRAN  Maharaj,1,Unsatisfactory,Very baad quality 5/1.5
Flipkart Customer,5,Classy product,Sound quality is superb
Ravi Meena,4,Pretty good,Received damage product one side Air phone not working
Flipkart Customer,1,Useless product,Sensor is not Good
Flipkart Customer,4,Worth the money,Naku telisi the best product anukuntuna
Flipcart Customer,5,Mind-blowing purchase,"Best time to buy, in next upcoming sales, full Paisa wasool, very clear Sound ,good frequency range ,I gifted to my fiance."
Abhishek Awasthi,1,Utterly Disappointed,Although built quality and sound quality is good but it's totally waste of money.The touch sensors stopped working after few weeks.
Flipkart Customer,4,Wonderful,Value of money 💰
Ankit kumar Gupta,5,Just wow!,It is best all are good best product
Uday Raj,1,Terrible product,Lh side not working with in 2 months of purchase
Jimsha K,2,Moderate,Not good
Flipkart Customer,1,Don't waste your money,Worest experience....
Professor Jio,1,Don't waste your money,Very poor device
Flipkart Customer,5,Best in the market!,Amazing sound
Flipkart Customer,5,Worth every penny,Super and beautiful ❤️
Shiraz Husain,5,Must buy!,Very good product. Excellent
shivam kumar  yadav,3,Nice,acc. to me in budget it is good !!
Jagdeep  Singh ,5,Excellent,Awesome product
Akash Rajput,4,Worth the money,Awesome design and good quality
Charmi Patel,5,Super!,Very awesome products... Nice.. Hearing .Calling Bluetooth connection is vest nice... 😃
Aman Raj,5,Brilliant,It's a very good gadget on this price.U cn go 4 it
Devendra  Kalangada,4,Very Good,nice product tx
Yash Rao,5,Brilliant,Overall good performance
SK. SARIF,4,Value-for-money,It's osm but phone 📞 not clear
Abhinav  Jain,3,Fair,"After one month there is not quality, connectivity issue but fitting is not proper in my ear properly due to small size. Bass is very good. Delivery process is bad it take two days more for pick up from seller. Bettery is very good in moderate volume a whole day and box battery 3 days"
Mir Hamonto,4,Nice product,Nice
Flipkart Customer,5,Terrific purchase,Nyc
